AidData Project ID,Title,Organization,Organization ISO,Organization Role,Organization,Organization ISO,Organization Role,Organization,Organization ISO,Organization Role,Other Organizations,Source,Short Description,Long Description,Donor Project ID,Donor Secondary Project ID
906000994528,Kiveve ,United States,,Funding,,,,,,,,Geocoding 2013,,uI74bR3YFqe,uI74bR3YFqe,
906000994530,Boboto - Boma ,United States,,Funding,,,,,,,,Geocoding 2013,,pFPDTPC2AlW,pFPDTPC2AlW,
906000994532,Sacre CÅ“ur ,United States,,Funding,,,,,,,,Geocoding 2013,,XwRDe76qxas,XwRDe76qxas,
906000994534,Kinkonzi,United States,,Funding,,,,,,,,Geocoding 2013,,uoTvj9rDgPQ,uoTvj9rDgPQ,
906000994536,La Grace - Moanda ,United States,,Funding,,,,,,,,Geocoding 2013,,BI31Q1Um5GG,BI31Q1Um5GG,
906000994538,Moanda A ,United States,,Funding,,,,,,,,Geocoding 2013,,dx1DvElqDQl,dx1DvElqDQl,
906000994540,Moanda HGR,United States,,Funding,,,,,,,,Geocoding 2013,,ocYq2r07MHP,ocYq2r07MHP,
906000994542,Vulumba,United States,,Funding,,,,,,,,Geocoding 2013,,rhP19wNJEuc,rhP19wNJEuc,
906000994544,Croix Rouge,United States,,Funding,,,,,,,,Geocoding 2013,,sKyFk3JTtf6,sKyFk3JTtf6,
906000994546,ONATRA - Boma Hopital,United States,,Funding,,,,,,,,Geocoding 2013,,chHeDZPjN9O,chHeDZPjN9O,
906000994548,Police ,United States,,Funding,,,,,,,,Geocoding 2013,,R30YjQR9bNS,R30YjQR9bNS,
906000994550,Kinkanda HGR,United States,,Funding,,,,,,,,Geocoding 2013,,AoWIql5RRib,AoWIql5RRib,
906000994552,Mvuzi ,United States,,Funding,,,,,,,,Geocoding 2013,,KCPxeGTka25,KCPxeGTka25,
906000994554,Kiamvu HGR,United States,,Funding,,,,,,,,Geocoding 2013,,ryK3bW8C1ap,ryK3bW8C1ap,
906000994556,Mabaku,United States,,Funding,,,,,,,,Geocoding 2013,,vnS5IETMeas,vnS5IETMeas,
906000994558,Military_DRC,United States,,Funding,,,,,,,,Geocoding 2013,,MTlUjdz0HYY,MTlUjdz0HYY,
906000994560,Kisongo,United States,,Funding,,,,,,,,Geocoding 2013,,s9PKrvwpRR9,s9PKrvwpRR9,
906000994562,Kituku,United States,,Funding,,,,,,,,Geocoding 2013,,RMjbonOiekP,RMjbonOiekP,
906000994564,Lubuye,United States,,Funding,,,,,,,,Geocoding 2013,,zRk9BWian47,zRk9BWian47,
906000994566,Tabac,United States,,Funding,,,,,,,,Geocoding 2013,,fYYdKOof0nw,fYYdKOof0nw,
906000994568,Tundwa,United States,,Funding,,,,,,,,Geocoding 2013,,kA6fCHJ0tz6,kA6fCHJ0tz6,
906000994570,Undugu,United States,,Funding,,,,,,,,Geocoding 2013,,rruUwutIc8T,rruUwutIc8T,
906000994572,Kandolo ,United States,,Funding,,,,,,,,Geocoding 2013,,D5EVoj1WtfD,D5EVoj1WtfD,
906000994574,Kangoy,United States,,Funding,,,,,,,,Geocoding 2013,,UVGQxOVePvf,UVGQxOVePvf,
906000994576,Kongolo HGR,United States,,Funding,,,,,,,,Geocoding 2013,,UjYoCoZBbOe,UjYoCoZBbOe,
906000994578,Kongolo Ville,United States,,Funding,,,,,,,,Geocoding 2013,,MFag0Bs8Kyx,MFag0Bs8Kyx,
906000994580,Maria Mama,United States,,Funding,,,,,,,,Geocoding 2013,,gI1kWJrmZ40,gI1kWJrmZ40,
906000994582,Sola,United States,,Funding,,,,,,,,Geocoding 2013,,OKb2TWOME8l,OKb2TWOME8l,
906000994584,Cite,United States,,Funding,,,,,,,,Geocoding 2013,,AiQQMdZaKYe,AiQQMdZaKYe,
906000994586,HGR ,United States,,Funding,,,,,,,,Geocoding 2013,,uILILDZbPVU,uILILDZbPVU,
906000994588,Kanteba,United States,,Funding,,,,,,,,Geocoding 2013,,dN8VmLjayaL,dN8VmLjayaL,
906000994590,Kaulo Minono,United States,,Funding,,,,,,,,Geocoding 2013,,kngWZdg1WDE,kngWZdg1WDE,
906000994592,Manono HGR,United States,,Funding,,,,,,,,Geocoding 2013,,lN5irfBgJj3,lN5irfBgJj3,
906000994594,Muyumba Port,United States,,Funding,,,,,,,,Geocoding 2013,,tPA8RqeVZRA,tPA8RqeVZRA,
906000994596,Fube,United States,,Funding,,,,,,,,Geocoding 2013,,bqakUkPcEhI,bqakUkPcEhI,
906000994598,Kasenga - Moba ,United States,,Funding,,,,,,,,Geocoding 2013,,smLIbI96Ayp,smLIbI96Ayp,
906000994600,Katombe,United States,,Funding,,,,,,,,Geocoding 2013,,Z2Z6UkxbNcf,Z2Z6UkxbNcf,
906000994602,Moba HGR,United States,,Funding,,,,,,,,Geocoding 2013,,E9rXy7w9bhj,E9rXy7w9bhj,
906000994604,Moba Port ,United States,,Funding,,,,,,,,Geocoding 2013,,i4A4FmqmHUT,i4A4FmqmHUT,
906000994606,Mulonde,United States,,Funding,,,,,,,,Geocoding 2013,,E0Ol8WlloLV,E0Ol8WlloLV,
906000994608,Changa Changa,United States,,Funding,,,,,,,,Geocoding 2013,,OoswowpfRE3,OoswowpfRE3,
906000994610,Kisengo,United States,,Funding,,,,,,,,Geocoding 2013,,e4RKnbJki58,e4RKnbJki58,
906000994612,Lengwe,United States,,Funding,,,,,,,,Geocoding 2013,,JnMy3XyIXRF,JnMy3XyIXRF,
906000994614,Luizi,United States,,Funding,,,,,,,,Geocoding 2013,,oddQAdULr31,oddQAdULr31,
906000994616,Mangala,United States,,Funding,,,,,,,,Geocoding 2013,,Y0JB9gXalvj,Y0JB9gXalvj,
906000994618,Nyunzu HGR,United States,,Funding,,,,,,,,Geocoding 2013,,abV2dgHCQUw,abV2dgHCQUw,
906000994620,Foyer,United States,,Funding,,,,,,,,Geocoding 2013,,MdpX4ZhWhyw,MdpX4ZhWhyw,
906000994622,Kabondo HGR,United States,,Funding,,,,,,,,Geocoding 2013,,sgV3A1w09ab,sgV3A1w09ab,
906000994624,Umoja,United States,,Funding,,,,,,,,Geocoding 2013,,QbWcNccdgD0,QbWcNccdgD0,
906000994626,Bambole ,United States,,Funding,,,,,,,,Geocoding 2013,,vupJLMT6sFj,vupJLMT6sFj,
906000994628,Lubunga HGR,United States,,Funding,,,,,,,,Geocoding 2013,,WHuR5wgbDcH,WHuR5wgbDcH,
906000994630,Mako,United States,,Funding,,,,,,,,Geocoding 2013,,blXRSqcmRRZ,blXRSqcmRRZ,
906000994632,Osio 21 ,United States,,Funding,,,,,,,,Geocoding 2013,,IKO9CA0K6Io,IKO9CA0K6Io,
906000994634,SNCC - Lubunga ,United States,,Funding,,,,,,,,Geocoding 2013,,Yu9ALZ1zKy5,Yu9ALZ1zKy5,
906000994636,St Andre,United States,,Funding,,,,,,,,Geocoding 2013,,drqmjhVixs3,drqmjhVixs3,
906000994638,Banduku ,United States,,Funding,,,,,,,,Geocoding 2013,,dP9lmvkcuYp,dP9lmvkcuYp,
906000994640,Boyoma,United States,,Funding,,,,,,,,Geocoding 2013,,cAHNuQ9TKzO,cAHNuQ9TKzO,
906000994642,Boyoma ,United States,,Funding,,,,,,,,Geocoding 2013,,b3rajVKNduz,b3rajVKNduz,
906000994644,De La Paix,United States,,Funding,,,,,,,,Geocoding 2013,,SslEoAFIacY,SslEoAFIacY,
906000994646,ECC Makiso ,United States,,Funding,,,,,,,,Geocoding 2013,,p8vcgZk2kA4,p8vcgZk2kA4,
906000994648,Jamaa ,United States,,Funding,,,,,,,,Geocoding 2013,,RJypPji8NfM,RJypPji8NfM,
906000994650,Konga Konga,United States,,Funding,,,,,,,,Geocoding 2013,,s4XF2eatEnT,s4XF2eatEnT,
906000994652,Konga-Konga ,United States,,Funding,,,,,,,,Geocoding 2013,,il1PVKiVDg5,il1PVKiVDg5,
906000994654,Makiso,United States,,Funding,,,,,,,,Geocoding 2013,,ytZEjFf7YxE,ytZEjFf7YxE,
906000994656,Makiso HGR,United States,,Funding,,,,,,,,Geocoding 2013,,ReNYHMZphg0,ReNYHMZphg0,
906000994658,Mandombe ,United States,,Funding,,,,,,,,Geocoding 2013,,bETRKB1feSz,bETRKB1feSz,
906000994660,Mc Milan ,United States,,Funding,,,,,,,,Geocoding 2013,,mBPB5BI46Ew,mBPB5BI46Ew,
906000994662,Mokela,United States,,Funding,,,,,,,,Geocoding 2013,,lInOAMpq97r,lInOAMpq97r,
906000994664,Nehema,United States,,Funding,,,,,,,,Geocoding 2013,,LVJpLyxpXxQ,LVJpLyxpXxQ,
906000994666,Rosaria,United States,,Funding,,,,,,,,Geocoding 2013,,EJILg8bp2VF,EJILg8bp2VF,
906000994668,Rosaria ,United States,,Funding,,,,,,,,Geocoding 2013,,H4INNkFoNLu,H4INNkFoNLu,
906000994670,St Pierre - Makiso ,United States,,Funding,,,,,,,,Geocoding 2013,,fc5ZKC7pQtS,fc5ZKC7pQtS,
906000994672,Fedi ,United States,,Funding,,,,,,,,Geocoding 2013,,Gfekx7eAhNw,Gfekx7eAhNw,
906000994674,Kondima,United States,,Funding,,,,,,,,Geocoding 2013,,VJnwYSvjQcn,VJnwYSvjQcn,
906000994676,Mangobo HGR,United States,,Funding,,,,,,,,Geocoding 2013,,KpAOKvMKKHv,KpAOKvMKKHv,
906000994678,Matete,United States,,Funding,,,,,,,,Geocoding 2013,,tDx9aMKrAyA,tDx9aMKrAyA,
906000994680,Musa (Sotexki),United States,,Funding,,,,,,,,Geocoding 2013,,zqEvOeMKWKc,zqEvOeMKWKc,
906000994682,Uzima ,United States,,Funding,,,,,,,,Geocoding 2013,,Wa6xAXxGlpd,Wa6xAXxGlpd,
906000994684,Mbilinga,United States,,Funding,,,,,,,,Geocoding 2013,,Q0yFToj4cCb,Q0yFToj4cCb,
906000994686,St Joseph - Tshopo,United States,,Funding,,,,,,,,Geocoding 2013,,H9pdBzm11rk,H9pdBzm11rk,
906000994688,Mokela ,United States,,Funding,,,,,,,,Geocoding 2013,,sBJzbJKnibx,sBJzbJKnibx,
906000994690,TBD1 - Makiso,United States,,Funding,,,,,,,,Geocoding 2013,,MFNMxMOOnfA,MFNMxMOOnfA,
906000994692,TBD2 - Makiso,United States,,Funding,,,,,,,,Geocoding 2013,,ZVCWZpo6rZ5,ZVCWZpo6rZ5,
906000994694,TBD3 - Makiso,United States,,Funding,,,,,,,,Geocoding 2013,,JHKqQdBIp9n,JHKqQdBIp9n,
906000994696,TBD4 - Makiso,United States,,Funding,,,,,,,,Geocoding 2013,,HUOpchyRQCR,HUOpchyRQCR,
906000994698,Gloria,United States,,Funding,,,,,,,,Geocoding 2013,,rDoaz45z3UX,rDoaz45z3UX,
906000994700,Mokili,United States,,Funding,,,,,,,,Geocoding 2013,,DimWQVrzmXa,DimWQVrzmXa,
906000994702,Mungano,United States,,Funding,,,,,,,,Geocoding 2013,,EzhBLo8crQK,EzhBLo8crQK,
906000994704,St Camile,United States,,Funding,,,,,,,,Geocoding 2013,,UIn4zkqzpIe,UIn4zkqzpIe,
906000994706,Ya Biso,United States,,Funding,,,,,,,,Geocoding 2013,,Kzx0WPI3BqC,Kzx0WPI3BqC,
906000994708,Zawadi,United States,,Funding,,,,,,,,Geocoding 2013,,IPCVZBBx68Y,IPCVZBBx68Y,
906000994710,Bondeko - Makiso,United States,,Funding,,,,,,,,Geocoding 2013,,vAn77pv4xj1,vAn77pv4xj1,
906000994712,Celpa - Makiso,United States,,Funding,,,,,,,,Geocoding 2013,,alqMKTHzbC2,alqMKTHzbC2,
906000994714,Dela Paix,United States,,Funding,,,,,,,,Geocoding 2013,,MBJj30UObKD,MBJj30UObKD,
906000994716,Nehema,United States,,Funding,,,,,,,,Geocoding 2013,,yHjpE9IvL4u,yHjpE9IvL4u,
906000994718,Segama,United States,,Funding,,,,,,,,Geocoding 2013,,B73CwOelKCi,B73CwOelKCi,
906000994720,Bombula,United States,,Funding,,,,,,,,Geocoding 2013,,Vzkb5FetsHJ,Vzkb5FetsHJ,
906000994722,Mwilu,United States,,Funding,,,,,,,,Geocoding 2013,,PnSwC4r0gDP,PnSwC4r0gDP,
906000994724,Salama,United States,,Funding,,,,,,,,Geocoding 2013,,xpQ6kq2LZaZ,xpQ6kq2LZaZ,
906000994726,Bavatete,United States,,Funding,,,,,,,,Geocoding 2013,,BgWqp0mMgfS,BgWqp0mMgfS,
906000994728,Bon Samaritian,United States,,Funding,,,,,,,,Geocoding 2013,,VGrH8F0VyJn,VGrH8F0VyJn,
906000994730,Lobiko - Tshopo,United States,,Funding,,,,,,,,Geocoding 2013,,KeiXSJSbQda,KeiXSJSbQda,
906000994732,Malkia,United States,,Funding,,,,,,,,Geocoding 2013,,H9TJCRNwwbJ,H9TJCRNwwbJ,
906000994734,Malkiya,United States,,Funding,,,,,,,,Geocoding 2013,,FHtgz67Yy5O,FHtgz67Yy5O,
906000994736,Masina,United States,,Funding,,,,,,,,Geocoding 2013,,Af4LyoKhOAF,Af4LyoKhOAF,
906000994738,Pumuzika,United States,,Funding,,,,,,,,Geocoding 2013,,hwZzaPVbv8I,hwZzaPVbv8I,
906000994740,St Pierre,United States,,Funding,,,,,,,,Geocoding 2013,,AxVwneg2mxB,AxVwneg2mxB,
906000994742,Tshopo 2 (Pharmat),United States,,Funding,,,,,,,,Geocoding 2013,,pduCP0ozEVt,pduCP0ozEVt,
906000994744,Tuungane,United States,,Funding,,,,,,,,Geocoding 2013,,tZJG8hy35xc,tZJG8hy35xc,
